"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
991,60,"Male","Rural","College","High","Yes","Not Sure",""
992,20,"Male","Rural","College","Medium","No","Not Sure",""
993,50,"Female","Rural","High School","High","Yes","No",""
994,23,"Female","Rural","High School","High","Yes","No",""
995,27,"Male","Urban","Graduate School","High","No","Yes",""
996,22,"Female","Suburban","High School","High","No","Not Sure",""
997,40,"Male","Rural","College","Low","No","No",""
998,27,"Female","Rural","High School","Medium","Yes","No",""
999,61,"Male","Suburban","High School","Medium","No","No",""
1000,19,"Male","Urban","High School","Medium","No","Yes",""
1001,30,"Male","Rural","Graduate School","Medium","Yes","No",""
1002,57,"Male","Urban","High School","Medium","Yes","No",""
1003,19,"Male","Urban","College","Low","Yes","Not Sure","Concerns about side effects"
1004,37,"Female","Urban","College","High","No","Not Sure",""
1005,18,"Male","Urban","College","High","Yes","Not Sure",""
1006,54,"Male","Rural","College","Medium","No","Yes","Concerns about side effects"
1007,26,"Male","Rural","High School","High","No","Not Sure",""
1008,34,"Male","Urban","Graduate School","High","No","Not Sure",""
1009,26,"Male","Urban","College","High","No","Not Sure",""
1010,28,"Female","Suburban","College","Medium","Yes","Not Sure",""
1011,32,"Female","Suburban","Graduate School","Medium","Yes","No",""
1012,41,"Male","Suburban","Graduate School","Low","No","Yes",""
1013,55,"Female","Rural","College","Medium","No","No",""
1014,52,"Male","Suburban","College","Low","Yes","No",""
1015,47,"Female","Rural","Graduate School","Medium","Yes","Yes",""
1016,48,"Female","Rural","College","High","No","No",""
1017,22,"Male","Rural","College","Low","No","Not Sure","Concerns about side effects"
1018,61,"Female","Rural","High School","Low","No","Yes","Concerns about side effects"
1019,31,"Female","Suburban","Graduate School","Low","No","No",""
1020,28,"Male","Urban","High School","Medium","No","No",""
1021,26,"Male","Urban","High School","Low","Yes","Not Sure",""
1022,51,"Female","Urban","Graduate School","Medium","No","No",""
1023,29,"Female","Suburban","High School","Low","Yes","No","Concerns about side effects"
1024,52,"Female","Urban","College","Medium","No","No",""
1025,52,"Male","Suburban","High School","Low","Yes","Yes",""
1026,18,"Female","Suburban","Graduate School","High","No","Yes","Concerns about side effects"
1027,57,"Female","Suburban","College","High","Yes","No",""
1028,39,"Female","Urban","College","Low","Yes","No",""
1029,46,"Male","Urban","College","Medium","No","Not Sure",""
1030,25,"Male","Urban","College","Medium","No","Yes","Concerns about side effects"
1031,28,"Male","Rural","High School","Medium","Yes","Yes",""
1032,58,"Male","Suburban","High School","High","Yes","Yes",""
1033,54,"Female","Rural","College","High","Yes","No",""
1034,31,"Male","Suburban","Graduate School","High","No","Not Sure",""
1035,47,"Female","Urban","College","Medium","Yes","Not Sure",""
1036,52,"Female","Suburban","High School","Medium","No","No",""
1037,38,"Female","Suburban","College","Medium","No","No",""
1038,54,"Female","Rural","High School","Low","No","Not Sure",""
1039,22,"Male","Suburban","College","Low","No","Not Sure",""
1040,36,"Male","Urban","Graduate School","Low","No","Yes","Concerns about side effects"
1041,31,"Male","Suburban","College","High","No","No",""
1042,43,"Male","Suburban","Graduate School","High","Yes","Yes","Concerns about side effects"
1043,21,"Male","Suburban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
1044,42,"Female","Rural","College","Low","No","Yes",""
1045,62,"Male","Suburban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
1046,59,"Male","Suburban","Graduate School","Low","Yes","Not Sure",""
1047,42,"Male","Rural","High School","Low","No","Yes",""
1048,35,"Male","Rural","High School","Medium","Yes","No",""
1049,57,"Female","Rural","Graduate School","Medium","No","Yes",""
1050,25,"Female","Rural","College","Low","No","Yes",""
1051,56,"Female","Urban","Graduate School","Low","No","No",""
1052,57,"Female","Urban","College","High","No","No",""
1053,31,"Female","Suburban","High School","Medium","Yes","Yes","Concerns about side effects"
1054,49,"Male","Urban","College","Medium","Yes","Not Sure",""
1055,55,"Female","Suburban","Graduate School","Medium","No","Yes",""
1056,50,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
1057,40,"Female","Rural","Graduate School","Low","No","No","Concerns about side effects"
1058,32,"Male","Rural","Graduate School","High","No","No",""
1059,50,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
1060,42,"Female","Urban","College","Low","Yes","Yes",""
1061,34,"Male","Suburban","Graduate School","Low","No","No",""
1062,50,"Male","Suburban","High School","Low","Yes","Not Sure",""
1063,64,"Female","Suburban","Graduate School","Low","No","Not Sure",""
1064,19,"Male","Rural","College","Low","No","Yes","Concerns about side effects"
1065,31,"Male","Rural","Graduate School","Medium","Yes","Not Sure",""
1066,57,"Male","Rural","Graduate School","Medium","No","Not Sure",""
1067,57,"Female","Rural","College","High","Yes","Yes","Concerns about side effects"
1068,56,"Female","Suburban","Graduate School","Medium","No","No",""
1069,23,"Female","Rural","College","Low","No","No",""
1070,23,"Male","Rural","Graduate School","High","No","No","Concerns about side effects"
1071,20,"Female","Rural","High School","Low","No","Not Sure",""
1072,24,"Male","Rural","Graduate School","Low","No","Not Sure",""
1073,25,"Male","Urban","College","Medium","Yes","Yes",""
1074,59,"Male","Suburban","High School","Low","No","Not Sure",""
1075,32,"Female","Suburban","College","Medium","Yes","Not Sure","Concerns about side effects"
1076,64,"Female","Rural","Graduate School","Low","Yes","No",""
1077,46,"Female","Urban","High School","High","Yes","Not Sure",""
1078,50,"Female","Suburban","College","Low","No","Not Sure",""
1079,47,"Male","Suburban","High School","Medium","Yes","Not Sure",""
1080,56,"Female","Rural","High School","Low","Yes","Yes",""
1081,44,"Male","Rural","College","Medium","Yes","Not Sure",""
1082,53,"Female","Suburban","High School","Medium","No","Yes","Concerns about side effects"
1083,46,"Female","Suburban","College","High","No","No",""
1084,55,"Female","Urban","High School","Medium","No","Not Sure",""
1085,50,"Male","Suburban","High School","High","No","Yes",""
1086,54,"Male","Suburban","High School","High","Yes","No",""
1087,44,"Male","Rural","Graduate School","Low","No","Not Sure",""
1088,50,"Male","Suburban","Graduate School","High","Yes","Yes",""
1089,21,"Male","Rural","College","Medium","No","Yes",""
1090,39,"Female","Suburban","High School","Medium","Yes","No",""
1091,19,"Male","Suburban","College","High","No","Not Sure",""
1092,27,"Male","Suburban","Graduate School","Low","No","Not Sure",""
1093,22,"Male","Urban","Graduate School","High","No","Not Sure","Concerns about side effects"
1094,27,"Male","Rural","Graduate School","High","No","Yes",""
1095,50,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
1096,55,"Male","Suburban","College","Low","No","Yes",""
1097,30,"Female","Urban","High School","Low","No","Yes","Concerns about side effects"
1098,48,"Female","Rural","College","Low","No","No",""
1099,64,"Female","Suburban","High School","Low","Yes","Yes",""
1100,53,"Male","Urban","Graduate School","Medium","No","No",""
1101,62,"Female","Urban","High School","Low","No","No",""
1102,41,"Male","Rural","Graduate School","Low","Yes","Not Sure",""
1103,32,"Male","Urban","College","Low","Yes","No",""
1104,46,"Male","Rural","High School","Medium","Yes","Not Sure","Concerns about side effects"
1105,25,"Male","Suburban","College","Medium","No","No",""
1106,22,"Male","Suburban","Graduate School","Low","Yes","Yes","Concerns about side effects"
1107,46,"Female","Urban","College","Medium","No","Not Sure",""
1108,64,"Female","Suburban","Graduate School","High","Yes","Yes",""
1109,21,"Male","Suburban","Graduate School","Low","No","Not Sure",""
1110,29,"Female","Urban","Graduate School","Medium","Yes","Yes",""
1111,62,"Male","Suburban","College","Low","Yes","No",""
1112,19,"Female","Urban","College","Low","Yes","Not Sure",""
1113,44,"Female","Rural","High School","Medium","No","Not Sure",""
1114,48,"Female","Rural","High School","High","Yes","Not Sure",""
1115,53,"Female","Rural","College","Low","No","No","Concerns about side effects"
1116,53,"Female","Urban","College","High","Yes","Yes",""
1117,43,"Male","Urban","College","Medium","Yes","No",""
1118,60,"Male","Suburban","College","Low","Yes","No",""
1119,44,"Female","Suburban","Graduate School","Medium","No","No",""
1120,22,"Male","Suburban","Graduate School","Medium","No","Yes",""
1121,37,"Female","Suburban","Graduate School","Medium","No","No",""
1122,28,"Male","Suburban","College","Medium","Yes","Not Sure",""
1123,27,"Female","Urban","Graduate School","Low","No","No",""
1124,57,"Female","Urban","Graduate School","High","No","Yes",""
1125,55,"Female","Rural","High School","High","Yes","Not Sure",""
1126,23,"Male","Rural","High School","Low","Yes","Yes",""
1127,25,"Male","Rural","Graduate School","Low","No","No",""
1128,40,"Female","Rural","Graduate School","High","No","Yes","Concerns about side effects"
1129,64,"Female","Urban","Graduate School","High","Yes","Not Sure",""
1130,43,"Male","Urban","College","Low","No","Yes",""
1131,63,"Male","Urban","High School","Medium","Yes","Not Sure",""
1132,60,"Male","Suburban","High School","Low","Yes","Not Sure","Concerns about side effects"
1133,29,"Male","Suburban","High School","High","No","No",""
1134,43,"Male","Rural","Graduate School","Medium","No","No",""
1135,30,"Female","Suburban","College","High","Yes","Not Sure",""
1136,57,"Male","Urban","High School","Medium","No","Yes",""
1137,35,"Female","Rural","High School","High","Yes","Not Sure","Concerns about side effects"
1138,42,"Female","Rural","College","Medium","No","No",""
1139,50,"Male","Suburban","Graduate School","Low","Yes","Yes",""
1140,64,"Male","Rural","Graduate School","Low","No","Not Sure",""
1141,57,"Female","Suburban","High School","Medium","No","No",""
1142,60,"Male","Suburban","High School","Medium","Yes","Not Sure","Concerns about side effects"
1143,29,"Female","Rural","College","Low","No","Not Sure",""
1144,61,"Male","Suburban","High School","Low","Yes","Not Sure","Concerns about side effects"
1145,53,"Male","Suburban","College","Medium","No","Yes",""
1146,21,"Male","Suburban","High School","Medium","No","No",""
1147,22,"Female","Suburban","High School","Low","No","No",""
1148,54,"Male","Rural","High School","High","No","Not Sure",""
1149,25,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
1150,59,"Male","Urban","College","Medium","Yes","Not Sure",""
1151,45,"Female","Suburban","College","Medium","No","Yes",""
1152,48,"Male","Suburban","Graduate School","High","Yes","No",""
1153,26,"Female","Suburban","Graduate School","Low","Yes","Not Sure",""
1154,46,"Female","Urban","Graduate School","Medium","No","No",""
1155,31,"Female","Suburban","College","Low","Yes","Not Sure",""
1156,57,"Female","Rural","High School","Medium","Yes","No",""
1157,58,"Female","Rural","Graduate School","High","No","Not Sure",""
1158,39,"Female","Rural","Graduate School","Low","No","Yes",""
1159,28,"Male","Urban","Graduate School","Low","No","Not Sure",""
1160,40,"Female","Suburban","High School","High","No","Not Sure",""
1161,18,"Female","Suburban","High School","Medium","Yes","Not Sure",""
1162,63,"Female","Suburban","Graduate School","Medium","No","Not Sure",""
1163,54,"Male","Urban","High School","Low","Yes","Not Sure",""
1164,38,"Male","Urban","Graduate School","High","Yes","No","Concerns about side effects"
1165,43,"Male","Urban","High School","Low","No","No",""
1166,63,"Female","Urban","College","Low","Yes","Yes",""
1167,53,"Male","Rural","College","Medium","Yes","Not Sure",""
1168,40,"Male","Urban","High School","Medium","Yes","No",""
1169,18,"Female","Urban","College","Medium","No","No",""
1170,57,"Female","Urban","College","Medium","Yes","Not Sure","Concerns about side effects"
1171,32,"Male","Suburban","College","Medium","No","Not Sure","Concerns about side effects"
1172,38,"Female","Suburban","Graduate School","High","No","Yes",""
1173,64,"Female","Suburban","High School","Low","Yes","Yes",""
1174,26,"Female","Rural","High School","High","Yes","No","Concerns about side effects"
1175,26,"Female","Rural","High School","Low","No","Yes",""
1176,27,"Male","Urban","College","Medium","No","No",""
1177,43,"Female","Suburban","Graduate School","High","No","Yes",""
1178,58,"Male","Rural","High School","Low","No","Not Sure","Concerns about side effects"
1179,52,"Male","Suburban","College","Medium","No","Yes",""
1180,42,"Male","Rural","Graduate School","Medium","Yes","No",""
1181,43,"Male","Rural","Graduate School","High","No","Yes",""
1182,28,"Female","Urban","High School","High","Yes","No",""
1183,55,"Female","Urban","High School","High","No","No",""
1184,19,"Female","Rural","College","Medium","Yes","Yes",""
1185,24,"Male","Urban","High School","Low","No","Yes",""
1186,35,"Male","Rural","College","Low","Yes","No",""
1187,44,"Male","Rural","Graduate School","High","Yes","Not Sure",""
1188,51,"Female","Suburban","Graduate School","Low","No","Yes",""
1189,44,"Male","Urban","Graduate School","Medium","Yes","No","Concerns about side effects"
1190,34,"Female","Urban","Graduate School","Low","No","Not Sure","Concerns about side effects"
1191,60,"Female","Urban","High School","Medium","No","No",""
1192,61,"Female","Suburban","High School","High","Yes","Yes",""
1193,41,"Female","Suburban","College","Low","Yes","No","Concerns about side effects"
1194,42,"Male","Suburban","College","Medium","No","No",""
1195,24,"Female","Urban","College","High","No","No",""
1196,23,"Male","Urban","College","High","No","Yes","Concerns about side effects"
1197,41,"Female","Urban","College","High","Yes","Not Sure",""
1198,50,"Male","Suburban","Graduate School","High","Yes","Not Sure","Concerns about side effects"
1199,46,"Male","Suburban","Graduate School","Low","No","Not Sure","Concerns about side effects"
1200,60,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
1201,39,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
1202,43,"Female","Rural","Graduate School","Medium","Yes","No",""
1203,45,"Male","Urban","Graduate School","High","No","Not Sure",""
1204,38,"Female","Suburban","Graduate School","Low","No","Not Sure",""
1205,24,"Female","Urban","Graduate School","High","Yes","Yes",""
1206,34,"Male","Urban","High School","Medium","Yes","No",""
1207,37,"Female","Urban","College","High","No","No","Concerns about side effects"
1208,58,"Male","Urban","College","Low","Yes","Not Sure",""
1209,37,"Female","Suburban","High School","Low","No","Not Sure",""
1210,39,"Male","Urban","Graduate School","Medium","No","No",""
1211,45,"Male","Rural","Graduate School","Medium","No","Yes","Concerns about side effects"
1212,57,"Female","Suburban","Graduate School","Low","No","No",""
1213,24,"Male","Urban","College","Low","No","No",""
1214,18,"Female","Suburban","College","Low","No","Not Sure",""
1215,49,"Female","Rural","College","Low","No","Yes",""
1216,30,"Male","Urban","College","Medium","Yes","Yes",""
1217,47,"Female","Rural","College","Low","No","Yes",""
1218,40,"Male","Urban","High School","Medium","Yes","Not Sure",""
1219,36,"Male","Rural","College","Low","Yes","Yes",""
1220,49,"Male","Urban","Graduate School","Low","Yes","Yes","Concerns about side effects"
1221,47,"Male","Suburban","College","High","No","Not Sure",""
1222,46,"Male","Urban","High School","High","Yes","No",""
1223,62,"Male","Suburban","Graduate School","Low","No","Yes",""
1224,46,"Male","Urban","High School","Medium","No","No",""
1225,47,"Male","Urban","Graduate School","Low","Yes","Yes",""
1226,33,"Female","Rural","College","High","Yes","No",""
1227,57,"Female","Rural","High School","Low","Yes","No","Concerns about side effects"
1228,36,"Male","Rural","Graduate School","High","Yes","Not Sure",""
1229,35,"Female","Urban","College","Low","No","Not Sure",""
1230,18,"Female","Urban","Graduate School","Low","Yes","Yes",""
1231,31,"Female","Urban","High School","Medium","Yes","Yes",""
1232,64,"Female","Suburban","High School","High","Yes","Not Sure",""
1233,19,"Female","Suburban","High School","High","Yes","Yes",""
1234,45,"Female","Urban","High School","High","Yes","Yes","Concerns about side effects"
1235,47,"Male","Rural","College","Medium","No","Not Sure","Concerns about side effects"
1236,55,"Female","Rural","Graduate School","Low","No","No",""
1237,21,"Female","Rural","College","Medium","No","Yes",""
1238,18,"Female","Urban","High School","Low","Yes","Not Sure","Concerns about side effects"
1239,25,"Female","Rural","Graduate School","Medium","Yes","Yes",""
1240,46,"Male","Urban","High School","Medium","No","Yes","Concerns about side effects"
1241,56,"Male","Suburban","College","High","No","Not Sure",""
1242,20,"Male","Rural","College","Medium","No","Not Sure",""
1243,49,"Male","Suburban","College","Low","No","Yes",""
1244,27,"Female","Rural","Graduate School","Medium","Yes","Yes","Concerns about side effects"
1245,27,"Male","Urban","Graduate School","Medium","Yes","No",""
1246,36,"Male","Urban","High School","Low","Yes","No",""
1247,63,"Male","Urban","Graduate School","High","No","Not Sure",""
1248,51,"Male","Urban","Graduate School","Low","No","Yes",""
1249,50,"Female","Rural","College","Low","No","Not Sure",""
1250,40,"Male","Suburban","High School","Low","Yes","Not Sure",""
1251,45,"Female","Urban","College","Medium","Yes","Yes",""
1252,49,"Male","Rural","High School","Medium","No","No",""
1253,24,"Female","Suburban","High School","Low","Yes","Not Sure",""
1254,46,"Female","Urban","Graduate School","Low","No","Not Sure",""
1255,25,"Male","Suburban","College","High","No","Yes",""
1256,18,"Male","Urban","Graduate School","Medium","No","No",""
1257,20,"Male","Suburban","Graduate School","Medium","Yes","No",""
1258,41,"Male","Suburban","Graduate School","Medium","No","Yes",""
1259,40,"Female","Urban","High School","Medium","No","Not Sure",""
1260,25,"Female","Rural","College","Low","Yes","Yes","Concerns about side effects"
1261,64,"Male","Suburban","College","Low","No","Yes",""
1262,54,"Male","Urban","Graduate School","High","No","No",""
1263,20,"Female","Suburban","High School","Medium","Yes","Not Sure",""
1264,50,"Male","Suburban","College","Medium","No","Not Sure",""
1265,45,"Female","Rural","College","Low","No","No","Concerns about side effects"
1266,64,"Male","Suburban","Graduate School","High","No","Not Sure",""
1267,25,"Female","Suburban","High School","Low","Yes","Not Sure",""
1268,51,"Female","Urban","Graduate School","Medium","No","Yes",""
1269,52,"Female","Urban","College","Medium","No","Yes",""
1270,49,"Female","Rural","High School","High","No","Yes","Concerns about side effects"
1271,41,"Female","Suburban","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
1272,31,"Male","Suburban","College","Medium","Yes","Not Sure",""
1273,49,"Female","Suburban","Graduate School","Medium","Yes","Not Sure","Concerns about side effects"
1274,63,"Male","Rural","Graduate School","High","No","Not Sure",""
1275,60,"Female","Suburban","Graduate School","Medium","Yes","No","Concerns about side effects"
1276,33,"Female","Urban","High School","Medium","No","No",""
1277,21,"Male","Rural","College","Low","Yes","Not Sure",""
1278,54,"Male","Urban","College","High","Yes","Yes",""
1279,38,"Male","Urban","College","High","Yes","Yes",""
1280,31,"Male","Rural","College","High","Yes","No",""
1281,48,"Female","Urban","High School","Low","No","No",""
1282,35,"Male","Suburban","Graduate School","High","Yes","Not Sure",""
1283,24,"Female","Rural","College","Medium","No","Not Sure",""
1284,27,"Male","Urban","High School","High","No","Not Sure",""
1285,24,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
1286,50,"Female","Suburban","High School","High","Yes","Not Sure",""
1287,40,"Female","Urban","High School","High","Yes","Yes",""
1288,38,"Male","Suburban","College","Low","No","Yes",""
1289,36,"Female","Rural","College","High","Yes","Not Sure",""
1290,36,"Female","Urban","Graduate School","High","No","Yes",""
1291,53,"Female","Suburban","Graduate School","Low","Yes","Not Sure","Concerns about side effects"
1292,46,"Female","Suburban","College","Medium","Yes","Not Sure",""
1293,35,"Female","Urban","High School","High","No","No",""
1294,19,"Female","Urban","College","High","Yes","Yes",""
1295,18,"Female","Urban","Graduate School","Medium","No","Yes",""
1296,64,"Female","Urban","High School","Low","No","No",""
1297,22,"Male","Rural","High School","High","Yes","Yes","Concerns about side effects"
1298,37,"Female","Urban","High School","Low","Yes","No",""
1299,28,"Male","Rural","College","Medium","Yes","Yes",""
1300,59,"Female","Rural","College","Medium","No","Not Sure",""
1301,19,"Female","Urban","Graduate School","Low","Yes","No","Concerns about side effects"
1302,20,"Female","Rural","High School","Medium","Yes","Not Sure",""
1303,40,"Female","Urban","High School","Medium","Yes","Not Sure",""
1304,29,"Male","Urban","College","High","Yes","Yes",""
1305,37,"Male","Suburban","Graduate School","Low","No","No",""
1306,22,"Female","Urban","Graduate School","High","Yes","Not Sure",""
1307,54,"Male","Suburban","High School","Low","No","Not Sure",""
1308,55,"Female","Rural","College","High","Yes","No",""
1309,47,"Female","Suburban","High School","Medium","Yes","Yes","Concerns about side effects"
1310,26,"Male","Rural","College","Low","Yes","Not Sure",""
1311,51,"Male","Urban","Graduate School","Low","No","Yes",""
1312,61,"Female","Rural","High School","Low","No","No",""
1313,52,"Female","Rural","High School","Low","Yes","Yes",""
1314,39,"Male","Urban","High School","Medium","No","No",""
1315,61,"Female","Rural","Graduate School","Medium","No","Yes",""
1316,41,"Male","Urban","High School","Medium","Yes","Yes","Concerns about side effects"
1317,34,"Female","Suburban","Graduate School","High","Yes","Not Sure",""
1318,27,"Female","Urban","College","Medium","Yes","Yes",""
1319,47,"Male","Urban","Graduate School","High","Yes","Not Sure",""
1320,63,"Male","Rural","College","High","Yes","No",""
1321,40,"Male","Suburban","Graduate School","Medium","Yes","No","Concerns about side effects"
1322,49,"Female","Urban","Graduate School","Medium","No","Not Sure",""
1323,34,"Female","Suburban","High School","Medium","Yes","Yes",""
1324,34,"Female","Suburban","Graduate School","High","Yes","No",""
1325,31,"Female","Rural","High School","Low","Yes","No",""
1326,26,"Male","Urban","College","Medium","Yes","No",""
1327,57,"Female","Rural","College","High","No","Not Sure",""
1328,19,"Female","Urban","High School","High","No","No","Concerns about side effects"
1329,62,"Female","Suburban","College","Medium","No","No",""
1330,42,"Male","Urban","Graduate School","High","Yes","No","Concerns about side effects"
1331,56,"Female","Urban","High School","Medium","Yes","No",""
1332,26,"Female","Suburban","High School","High","No","Not Sure","Concerns about side effects"
1333,39,"Male","Suburban","High School","Low","No","Not Sure",""
1334,60,"Female","Urban","College","High","Yes","Yes",""
1335,63,"Female","Rural","College","Medium","Yes","No",""
1336,21,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
1337,43,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
1338,46,"Female","Rural","High School","High","Yes","Yes","Concerns about side effects"
1339,62,"Female","Suburban","Graduate School","Low","No","No","Concerns about side effects"
1340,51,"Male","Suburban","College","Low","Yes","Yes",""
1341,40,"Female","Rural","Graduate School","High","No","Not Sure",""
1342,54,"Female","Suburban","College","Low","Yes","Yes","Concerns about side effects"
1343,28,"Male","Suburban","Graduate School","Low","No","Yes",""
1344,23,"Male","Suburban","College","Low","No","Not Sure",""
1345,35,"Female","Suburban","College","Medium","No","Yes",""
1346,38,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
1347,59,"Female","Suburban","Graduate School","Low","Yes","Yes",""
1348,53,"Female","Suburban","College","High","Yes","Yes",""
1349,58,"Male","Suburban","High School","High","No","No",""
1350,55,"Female","Suburban","Graduate School","Medium","No","No",""
1351,51,"Male","Urban","College","High","Yes","Not Sure",""
1352,34,"Male","Urban","Graduate School","Low","No","Yes",""
1353,54,"Female","Suburban","Graduate School","High","No","Not Sure",""
1354,42,"Female","Urban","Graduate School","Medium","No","No",""
1355,55,"Male","Rural","Graduate School","Medium","No","Yes",""
1356,29,"Male","Urban","Graduate School","Low","Yes","Yes",""
1357,40,"Female","Suburban","High School","Medium","No","No",""
1358,59,"Male","Suburban","High School","Medium","Yes","Yes",""
1359,39,"Female","Urban","High School","Medium","No","Yes",""
1360,38,"Female","Suburban","College","High","No","No",""
1361,44,"Male","Rural","High School","Medium","Yes","Not Sure",""
1362,48,"Male","Rural","High School","High","No","Not Sure",""
1363,23,"Female","Suburban","College","Medium","Yes","Yes",""
1364,44,"Male","Rural","High School","Medium","Yes","No",""
1365,57,"Female","Rural","Graduate School","High","Yes","Not Sure","Concerns about side effects"
1366,51,"Female","Urban","High School","High","Yes","Not Sure",""
1367,29,"Female","Rural","High School","Low","Yes","Yes",""
1368,62,"Male","Urban","High School","Low","Yes","Not Sure",""
1369,24,"Female","Suburban","Graduate School","High","Yes","No",""
1370,27,"Female","Urban","Graduate School","Medium","No","Not Sure",""
1371,62,"Female","Suburban","Graduate School","Low","Yes","No",""
1372,34,"Female","Suburban","Graduate School","High","No","No",""
1373,43,"Female","Suburban","College","High","No","Yes",""
1374,38,"Female","Suburban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
1375,45,"Female","Suburban","Graduate School","High","Yes","Yes",""
1376,63,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
1377,19,"Female","Suburban","Graduate School","Medium","No","Yes",""
1378,60,"Female","Rural","College","High","Yes","Yes",""
1379,18,"Female","Rural","High School","High","No","Yes",""
1380,53,"Male","Suburban","High School","Medium","No","Not Sure",""
1381,43,"Female","Rural","Graduate School","Medium","No","Yes",""
1382,46,"Female","Urban","Graduate School","Medium","Yes","No",""
1383,38,"Female","Urban","Graduate School","Low","No","Not Sure",""
1384,28,"Male","Suburban","High School","Low","Yes","No",""
1385,57,"Female","Suburban","High School","High","No","Yes",""
1386,28,"Male","Suburban","Graduate School","High","Yes","Yes",""
1387,53,"Female","Rural","High School","Medium","No","No",""
1388,56,"Female","Rural","College","High","Yes","Yes","Concerns about side effects"
1389,57,"Male","Urban","Graduate School","High","No","Not Sure","Concerns about side effects"
1390,52,"Female","Rural","Graduate School","Medium","Yes","No","Concerns about side effects"
1391,51,"Male","Urban","College","Low","Yes","Not Sure",""
1392,64,"Male","Rural","College","Low","Yes","Not Sure",""
1393,41,"Female","Urban","High School","Low","No","Not Sure","Concerns about side effects"
1394,39,"Female","Suburban","College","High","No","Yes","Concerns about side effects"
1395,22,"Female","Rural","Graduate School","Medium","No","Yes",""
1396,50,"Female","Urban","High School","Low","Yes","No",""
1397,53,"Male","Rural","College","High","Yes","No","Concerns about side effects"
1398,64,"Male","Suburban","High School","Medium","No","Not Sure",""
1399,37,"Female","Urban","High School","Low","No","Yes",""
1400,36,"Male","Rural","High School","Low","Yes","Yes",""
1401,52,"Male","Rural","High School","Medium","No","Yes",""
1402,60,"Female","Suburban","College","High","Yes","No",""
1403,34,"Male","Suburban","Graduate School","High","Yes","Yes",""
1404,62,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
1405,60,"Female","Rural","College","Medium","No","Not Sure","Concerns about side effects"
1406,51,"Male","Rural","Graduate School","High","Yes","Not Sure",""
1407,26,"Female","Suburban","High School","Medium","No","Yes",""
1408,43,"Male","Suburban","High School","Medium","Yes","Not Sure",""
1409,19,"Female","Urban","High School","Low","No","Not Sure",""
1410,26,"Male","Rural","College","Medium","No","No",""
1411,26,"Male","Rural","High School","Medium","Yes","No",""
1412,57,"Female","Urban","High School","Medium","Yes","Yes",""
1413,34,"Female","Urban","College","High","Yes","Yes",""
1414,18,"Female","Suburban","High School","Low","Yes","Yes",""
1415,42,"Female","Suburban","High School","Low","No","Yes",""
1416,60,"Male","Urban","Graduate School","Medium","No","Yes","Concerns about side effects"
1417,57,"Male","Urban","College","Medium","No","No",""
1418,59,"Male","Rural","High School","High","No","No",""
1419,42,"Female","Urban","High School","Low","No","No",""
1420,56,"Male","Urban","High School","High","Yes","Not Sure",""
1421,52,"Male","Rural","High School","Low","Yes","Not Sure",""
1422,20,"Female","Urban","Graduate School","High","No","No",""
1423,54,"Female","Suburban","Graduate School","Medium","Yes","No",""
1424,61,"Male","Suburban","Graduate School","High","Yes","Yes","Concerns about side effects"
1425,61,"Female","Rural","Graduate School","Medium","Yes","No",""
1426,47,"Male","Urban","College","Low","Yes","Yes",""
1427,55,"Male","Suburban","High School","Low","Yes","No",""
1428,51,"Female","Suburban","Graduate School","Medium","Yes","Yes","Concerns about side effects"
1429,29,"Male","Suburban","High School","Low","No","No",""
1430,36,"Female","Suburban","College","High","Yes","Yes",""
1431,54,"Female","Urban","High School","Medium","Yes","Not Sure",""
1432,61,"Male","Urban","High School","Low","No","Not Sure",""
1433,34,"Male","Urban","Graduate School","High","No","Yes","Concerns about side effects"
1434,27,"Male","Urban","Graduate School","High","No","Yes","Concerns about side effects"
1435,64,"Female","Suburban","College","Low","Yes","Not Sure","Concerns about side effects"
1436,29,"Male","Rural","High School","Low","No","No",""
1437,33,"Female","Rural","Graduate School","High","Yes","Yes","Concerns about side effects"
1438,41,"Female","Suburban","Graduate School","Medium","No","No",""
1439,36,"Male","Suburban","Graduate School","Low","Yes","Not Sure",""
1440,25,"Female","Rural","College","Low","Yes","Not Sure",""
1441,48,"Male","Rural","High School","Medium","No","Yes",""
1442,38,"Male","Suburban","Graduate School","Medium","Yes","No",""
1443,34,"Male","Suburban","High School","Low","Yes","Not Sure",""
