"Participant_ID","Ad_Type","Feel_About_Info_Social_Media"
1117,"Reason","Positive"
1118,"Emotions","Neutral"
1119,"Reason","Positive"
1120,"Reason","Neutral"
1121,"Control","Negative"
1122,"Control","Negative"
1123,"Control","Positive"
1124,"Control","Positive"
1125,"Emotions","Positive"
1126,"Reason","Negative"
1127,"Reason","Neutral"
1128,"Emotions","Positive"
1129,"Emotions","Neutral"
1130,"Reason","Positive"
1131,"Control","Positive"
1132,"Control","Positive"
1133,"Control","Positive"
1134,"Emotions","Negative"
1135,"Reason","Negative"
1136,"Emotions","Positive"
1137,"Reason","Negative"
1138,"Control","Negative"
1139,"Control","Negative"
1140,"Control","Negative"
1141,"Reason","Neutral"
1142,"Control","Neutral"
1143,"Reason","Negative"
1144,"Emotions","Neutral"
1145,"Control","Positive"
1146,"Emotions","Neutral"
1147,"Emotions","Positive"
1148,"Reason","Neutral"
1149,"Emotions","Neutral"
1150,"Reason","Positive"
1151,"Reason","Positive"
1152,"Emotions","Negative"
1153,"Reason","Neutral"
1154,"Reason","Positive"
1155,"Reason","Negative"
1156,"Emotions","Positive"
1157,"Reason","Negative"
1158,"Control","Negative"
1159,"Emotions","Positive"
1160,"Emotions","Positive"
1161,"Reason","Neutral"
1162,"Emotions","Neutral"
1163,"Control","Negative"
1164,"Emotions","Positive"
1165,"Emotions","Neutral"
1166,"Emotions","Negative"
1167,"Reason","Neutral"
1168,"Control","Negative"
1169,"Control","Neutral"
1170,"Control","Positive"
1171,"Emotions","Negative"
1172,"Control","Negative"
1173,"Reason","Neutral"
1174,"Emotions","Neutral"
1175,"Reason","Neutral"
1176,"Emotions","Positive"
1177,"Reason","Neutral"
1178,"Emotions","Neutral"
1179,"Reason","Positive"
1180,"Control","Neutral"
1181,"Emotions","Positive"
1182,"Emotions","Positive"
1183,"Reason","Neutral"
1184,"Reason","Positive"
1185,"Reason","Neutral"
1186,"Emotions","Positive"
1187,"Reason","Negative"
1188,"Control","Neutral"
1189,"Reason","Negative"
1190,"Reason","Negative"
1191,"Reason","Negative"
1192,"Control","Negative"
1193,"Reason","Neutral"
1194,"Reason","Positive"
1195,"Emotions","Neutral"
1196,"Emotions","Neutral"
1197,"Reason","Positive"
1198,"Emotions","Negative"
1199,"Reason","Positive"
1200,"Reason","Negative"
1201,"Control","Neutral"
1202,"Reason","Positive"
1203,"Emotions","Positive"
1204,"Emotions","Negative"
1205,"Emotions","Positive"
1206,"Emotions","Neutral"
1207,"Reason","Positive"
1208,"Control","Positive"
1209,"Control","Neutral"
1210,"Reason","Negative"
1211,"Emotions","Positive"
1212,"Control","Negative"
1213,"Control","Positive"
1214,"Reason","Neutral"
1215,"Emotions","Negative"
1216,"Control","Positive"
1217,"Reason","Negative"
1218,"Control","Positive"
1219,"Control","Neutral"
1220,"Emotions","Neutral"
1221,"Emotions","Positive"
1222,"Control","Positive"
1223,"Emotions","Negative"
1224,"Control","Positive"
1225,"Control","Negative"
1226,"Control","Positive"
1227,"Reason","Neutral"
1228,"Emotions","Negative"
1229,"Emotions","Negative"
1230,"Control","Neutral"
1231,"Emotions","Negative"
1232,"Control","Neutral"
1233,"Emotions","Neutral"
1234,"Emotions","Neutral"
1235,"Control","Positive"
1236,"Emotions","Neutral"
1237,"Control","Negative"
1238,"Reason","Positive"
1239,"Control","Neutral"
1240,"Emotions","Neutral"
1241,"Reason","Neutral"
1242,"Reason","Negative"
1243,"Control","Positive"
1244,"Reason","Positive"
1245,"Control","Positive"
1246,"Emotions","Negative"
1247,"Control","Neutral"
1248,"Reason","Positive"
1249,"Control","Neutral"
1250,"Control","Negative"
1251,"Emotions","Positive"
1252,"Control","Negative"
1253,"Emotions","Positive"
1254,"Reason","Positive"
1255,"Reason","Neutral"
1256,"Control","Negative"
1257,"Control","Positive"
1258,"Reason","Positive"
1259,"Reason","Negative"
1260,"Reason","Neutral"
1261,"Control","Negative"
1262,"Reason","Positive"
1263,"Control","Negative"
1264,"Reason","Neutral"
1265,"Reason","Neutral"
1266,"Control","Neutral"
1267,"Emotions","Neutral"
1268,"Control","Neutral"
1269,"Emotions","Neutral"
1270,"Control","Neutral"
1271,"Emotions","Positive"
1272,"Emotions","Negative"
1273,"Emotions","Neutral"
1274,"Control","Negative"
1275,"Control","Negative"
1276,"Control","Positive"
1277,"Emotions","Negative"
1278,"Emotions","Negative"
1279,"Control","Neutral"
1280,"Control","Neutral"
1281,"Reason","Negative"
1282,"Reason","Neutral"
1283,"Reason","Positive"
1284,"Reason","Negative"
1285,"Reason","Negative"
1286,"Control","Positive"
1287,"Emotions","Positive"
1288,"Emotions","Positive"
1289,"Control","Positive"
1290,"Control","Negative"
1291,"Control","Neutral"
1292,"Reason","Neutral"
1293,"Reason","Neutral"
1294,"Reason","Neutral"
1295,"Control","Positive"
1296,"Control","Neutral"
1297,"Emotions","Neutral"
1298,"Control","Negative"
1299,"Reason","Negative"
1300,"Emotions","Neutral"
1301,"Control","Positive"
1302,"Emotions","Neutral"
1303,"Emotions","Positive"
1304,"Control","Negative"
1305,"Reason","Positive"
1306,"Reason","Neutral"
1307,"Emotions","Negative"
1308,"Control","Neutral"
1309,"Control","Neutral"
1310,"Reason","Positive"
1311,"Control","Neutral"
1312,"Control","Neutral"
1313,"Emotions","Negative"
1314,"Control","Positive"
1315,"Control","Positive"
1316,"Control","Negative"
1317,"Reason","Negative"
1318,"Reason","Positive"
1319,"Emotions","Negative"
1320,"Reason","Positive"
1321,"Reason","Negative"
1322,"Reason","Positive"
1323,"Reason","Positive"
1324,"Emotions","Negative"
1325,"Control","Neutral"
1326,"Control","Neutral"
1327,"Control","Negative"
1328,"Emotions","Positive"
1329,"Reason","Negative"
1330,"Emotions","Neutral"
1331,"Emotions","Positive"
1332,"Emotions","Positive"
1333,"Control","Positive"
1334,"Reason","Neutral"
1335,"Control","Neutral"
1336,"Emotions","Positive"
1337,"Emotions","Positive"
1338,"Control","Neutral"
1339,"Control","Neutral"
1340,"Control","Positive"
1341,"Reason","Negative"
1342,"Control","Negative"
1343,"Reason","Negative"
1344,"Reason","Neutral"
1345,"Control","Negative"
1346,"Emotions","Negative"
1347,"Emotions","Neutral"
1348,"Reason","Negative"
1349,"Reason","Positive"
1350,"Reason","Neutral"
1351,"Emotions","Positive"
1352,"Reason","Negative"
1353,"Reason","Positive"
1354,"Emotions","Neutral"
1355,"Control","Negative"
1356,"Emotions","Neutral"
1357,"Control","Negative"
1358,"Control","Neutral"
1359,"Reason","Neutral"
1360,"Reason","Positive"
1361,"Control","Neutral"
1362,"Reason","Neutral"
1363,"Control","Positive"
1364,"Reason","Negative"
1365,"Emotions","Negative"
1366,"Control","Neutral"
1367,"Control","Positive"
1368,"Reason","Negative"
1369,"Emotions","Positive"
1370,"Reason","Neutral"
1371,"Emotions","Positive"
1372,"Reason","Neutral"
1373,"Control","Negative"
1374,"Emotions","Negative"
1375,"Emotions","Negative"
1376,"Reason","Negative"
1377,"Emotions","Positive"
1378,"Reason","Positive"
1379,"Emotions","Positive"
1380,"Reason","Neutral"
1381,"Reason","Negative"
1382,"Reason","Negative"
1383,"Control","Negative"
1384,"Emotions","Positive"
1385,"Control","Positive"
1386,"Control","Negative"
1387,"Control","Neutral"
1388,"Control","Positive"
1389,"Emotions","Negative"
1390,"Emotions","Negative"
1391,"Control","Negative"
1392,"Emotions","Neutral"
1393,"Emotions","Negative"
1394,"Reason","Positive"
1395,"Emotions","Neutral"
1396,"Control","Neutral"
1397,"Emotions","Negative"
1398,"Control","Positive"
1399,"Emotions","Positive"
1400,"Control","Negative"
1401,"Emotions","Negative"
1402,"Emotions","Positive"
1403,"Emotions","Neutral"
1404,"Control","Neutral"
1405,"Reason","Negative"
1406,"Control","Negative"
1407,"Emotions","Positive"
1408,"Control","Positive"
1409,"Emotions","Positive"
1410,"Emotions","Positive"
1411,"Reason","Negative"
1412,"Emotions","Negative"
1413,"Emotions","Positive"
1414,"Emotions","Negative"
1415,"Reason","Negative"
1416,"Control","Positive"
1417,"Reason","Neutral"
1418,"Control","Neutral"
1419,"Emotions","Positive"
1420,"Control","Neutral"
1421,"Control","Negative"
1422,"Control","Neutral"
1423,"Control","Positive"
1424,"Emotions","Positive"
1425,"Reason","Neutral"
1426,"Control","Neutral"
1427,"Emotions","Negative"
1428,"Emotions","Neutral"
1429,"Emotions","Neutral"
1430,"Emotions","Neutral"
1431,"Control","Negative"
1432,"Reason","Neutral"
1433,"Emotions","Negative"
1434,"Reason","Negative"
1435,"Reason","Positive"
1436,"Reason","Positive"
1437,"Emotions","Negative"
1438,"Emotions","Negative"
1439,"Emotions","Negative"
1440,"Reason","Positive"
1441,"Emotions","Negative"
1442,"Emotions","Positive"
1443,"Reason","Positive"
1444,"Emotions","Negative"
1445,"Control","Negative"
1446,"Control","Negative"
1447,"Control","Positive"
1448,"Control","Neutral"
1449,"Reason","Negative"
1450,"Emotions","Neutral"
1451,"Control","Neutral"
1452,"Control","Neutral"
1453,"Emotions","Neutral"
1454,"Reason","Neutral"
1455,"Control","Positive"
1456,"Emotions","Positive"
1457,"Emotions","Positive"
1458,"Control","Neutral"
1459,"Control","Positive"
1460,"Emotions","Negative"
1461,"Emotions","Neutral"
1462,"Control","Negative"
1463,"Control","Neutral"
1464,"Control","Neutral"
1465,"Control","Neutral"
1466,"Reason","Neutral"
1467,"Emotions","Negative"
1468,"Control","Neutral"
1469,"Emotions","Neutral"
1470,"Control","Positive"
1471,"Reason","Neutral"
1472,"Emotions","Neutral"
1473,"Reason","Neutral"
1474,"Emotions","Neutral"
1475,"Reason","Neutral"
1476,"Control","Neutral"
1477,"Control","Negative"
1478,"Reason","Negative"
1479,"Control","Neutral"
1480,"Reason","Negative"
1481,"Reason","Positive"
1482,"Emotions","Positive"
1483,"Reason","Neutral"
1484,"Emotions","Neutral"
1485,"Reason","Negative"
1486,"Emotions","Positive"
1487,"Emotions","Neutral"
1488,"Control","Positive"
1489,"Emotions","Negative"
1490,"Emotions","Neutral"
1491,"Reason","Neutral"
1492,"Emotions","Neutral"
1493,"Control","Positive"
1494,"Reason","Negative"
1495,"Emotions","Positive"
1496,"Reason","Positive"
1497,"Reason","Neutral"
1498,"Reason","Negative"
1499,"Reason","Negative"
1500,"Reason","Neutral"
1501,"Emotions","Negative"
1502,"Reason","Neutral"
1503,"Reason","Neutral"
1504,"Control","Negative"
1505,"Control","Negative"
1506,"Reason","Negative"
1507,"Emotions","Negative"
1508,"Control","Positive"
1509,"Control","Neutral"
1510,"Reason","Neutral"
1511,"Emotions","Neutral"
1512,"Emotions","Neutral"
1513,"Control","Positive"
1514,"Control","Negative"
1515,"Control","Negative"
1516,"Control","Negative"
1517,"Control","Neutral"
1518,"Reason","Positive"
1519,"Reason","Positive"
1520,"Reason","Negative"
1521,"Control","Neutral"
1522,"Reason","Negative"
1523,"Control","Neutral"
1524,"Emotions","Negative"
1525,"Emotions","Negative"
1526,"Reason","Positive"
1527,"Emotions","Neutral"
1528,"Emotions","Positive"
1529,"Emotions","Positive"
1530,"Reason","Negative"
1531,"Emotions","Neutral"
1532,"Reason","Neutral"
1533,"Control","Negative"
1534,"Control","Negative"
1535,"Reason","Negative"
1536,"Reason","Neutral"
1537,"Emotions","Negative"
1538,"Control","Negative"
1539,"Emotions","Positive"
1540,"Control","Negative"
1541,"Emotions","Negative"
1542,"Emotions","Neutral"
1543,"Control","Negative"
1544,"Emotions","Neutral"
1545,"Control","Positive"
1546,"Reason","Positive"
1547,"Emotions","Neutral"
1548,"Control","Negative"
1549,"Control","Neutral"
1550,"Emotions","Negative"
1551,"Control","Negative"
1552,"Emotions","Negative"
1553,"Emotions","Neutral"
1554,"Reason","Positive"
1555,"Reason","Neutral"
1556,"Reason","Negative"
1557,"Emotions","Neutral"
1558,"Emotions","Positive"
1559,"Control","Neutral"
1560,"Reason","Positive"
1561,"Reason","Positive"
1562,"Control","Negative"
1563,"Reason","Positive"
1564,"Reason","Neutral"
1565,"Reason","Neutral"
1566,"Control","Negative"
1567,"Reason","Neutral"
1568,"Emotions","Negative"
1569,"Reason","Neutral"
1570,"Emotions","Neutral"
1571,"Reason","Positive"
1572,"Emotions","Positive"
1573,"Reason","Positive"
1574,"Emotions","Neutral"
1575,"Emotions","Negative"
1576,"Reason","Negative"
1577,"Control","Negative"
1578,"Reason","Positive"
1579,"Control","Neutral"
1580,"Control","Positive"
1581,"Control","Neutral"
1582,"Control","Neutral"
1583,"Control","Neutral"
1584,"Control","Positive"
1585,"Reason","Neutral"
1586,"Emotions","Positive"
1587,"Emotions","Positive"
1588,"Reason","Neutral"
1589,"Reason","Neutral"
1590,"Reason","Neutral"
1591,"Control","Positive"
1592,"Control","Neutral"
1593,"Emotions","Neutral"
1594,"Reason","Negative"
1595,"Emotions","Negative"
1596,"Emotions","Negative"
1597,"Control","Neutral"
1598,"Control","Positive"
1599,"Emotions","Negative"
1600,"Control","Positive"
1601,"Control","Negative"
1602,"Control","Negative"
1603,"Emotions","Positive"
1604,"Emotions","Negative"
1605,"Emotions","Positive"
1606,"Reason","Neutral"
1607,"Emotions","Neutral"
1608,"Control","Positive"
1609,"Emotions","Positive"
1610,"Reason","Neutral"
1611,"Control","Positive"
1612,"Emotions","Neutral"
1613,"Emotions","Neutral"
1614,"Control","Positive"
1615,"Emotions","Negative"
1616,"Reason","Positive"
1617,"Control","Neutral"
1618,"Emotions","Negative"
1619,"Control","Negative"
1620,"Emotions","Neutral"
1621,"Emotions","Negative"
1622,"Control","Negative"
1623,"Emotions","Positive"
1624,"Emotions","Neutral"
1625,"Control","Negative"
1626,"Emotions","Neutral"
1627,"Emotions","Positive"
1628,"Control","Positive"
1629,"Reason","Positive"
1630,"Reason","Negative"
1631,"Reason","Positive"
1632,"Reason","Neutral"
1633,"Reason","Positive"
1634,"Reason","Negative"
1635,"Control","Positive"
1636,"Control","Negative"
1637,"Control","Neutral"
1638,"Emotions","Positive"
1639,"Reason","Positive"
1640,"Reason","Neutral"
1641,"Control","Neutral"
1642,"Emotions","Negative"
1643,"Emotions","Positive"
1644,"Control","Positive"
1645,"Reason","Positive"
1646,"Emotions","Positive"
1647,"Reason","Neutral"
1648,"Emotions","Positive"
1649,"Reason","Positive"
1650,"Emotions","Positive"
1651,"Reason","Negative"
1652,"Reason","Negative"
1653,"Reason","Negative"
1654,"Control","Neutral"
1655,"Reason","Neutral"
1656,"Reason","Neutral"
1657,"Emotions","Positive"
1658,"Emotions","Positive"
1659,"Control","Neutral"
1660,"Emotions","Negative"
1661,"Reason","Positive"
1662,"Control","Negative"
1663,"Control","Positive"
1664,"Control","Positive"
1665,"Reason","Negative"
1666,"Reason","Neutral"
1667,"Emotions","Negative"
1668,"Emotions","Neutral"
1669,"Emotions","Neutral"
1670,"Control","Positive"
1671,"Reason","Positive"
1672,"Emotions","Positive"
1673,"Reason","Neutral"
1674,"Control","Neutral"
1675,"Reason","Negative"
1676,"Reason","Positive"
1677,"Control","Positive"
1678,"Emotions","Neutral"
1679,"Reason","Positive"
1680,"Reason","Neutral"
1681,"Control","Negative"
1682,"Reason","Negative"
1683,"Reason","Positive"
1684,"Reason","Negative"
1685,"Control","Positive"
1686,"Reason","Positive"
1687,"Control","Neutral"
1688,"Emotions","Neutral"
1689,"Reason","Positive"
1690,"Control","Negative"
1691,"Control","Negative"
1692,"Reason","Positive"
1693,"Control","Positive"
1694,"Emotions","Negative"
1695,"Emotions","Negative"
1696,"Emotions","Neutral"
1697,"Emotions","Neutral"
1698,"Control","Negative"
1699,"Control","Neutral"
1700,"Emotions","Neutral"
1701,"Emotions","Positive"
1702,"Emotions","Neutral"
1703,"Emotions","Neutral"
1704,"Emotions","Positive"
1705,"Control","Negative"
1706,"Emotions","Neutral"
1707,"Emotions","Neutral"
1708,"Reason","Negative"
1709,"Control","Neutral"
1710,"Emotions","Negative"
1711,"Control","Positive"
1712,"Reason","Negative"
1713,"Reason","Negative"
1714,"Emotions","Negative"
1715,"Emotions","Positive"
1716,"Emotions","Negative"
1717,"Emotions","Negative"
1718,"Reason","Positive"
1719,"Control","Neutral"
1720,"Emotions","Neutral"
1721,"Control","Negative"
1722,"Emotions","Positive"
1723,"Emotions","Positive"
1724,"Reason","Negative"
1725,"Emotions","Negative"
1726,"Emotions","Neutral"
1727,"Emotions","Neutral"
1728,"Reason","Negative"
1729,"Control","Positive"
1730,"Reason","Negative"
1731,"Emotions","Positive"
1732,"Emotions","Neutral"
1733,"Emotions","Negative"
1734,"Control","Positive"
1735,"Control","Neutral"
1736,"Emotions","Negative"
1737,"Emotions","Negative"
1738,"Control","Neutral"
1739,"Reason","Negative"
1740,"Reason","Neutral"
1741,"Control","Positive"
1742,"Control","Negative"
1743,"Emotions","Neutral"
1744,"Control","Neutral"
1745,"Control","Positive"
1746,"Emotions","Negative"
1747,"Control","Neutral"
1748,"Emotions","Neutral"
1749,"Reason","Neutral"
1750,"Reason","Negative"
1751,"Reason","Negative"
1752,"Emotions","Positive"
1753,"Reason","Positive"
1754,"Reason","Positive"
1755,"Emotions","Negative"
1756,"Emotions","Neutral"
1757,"Reason","Negative"
1758,"Reason","Negative"
1759,"Reason","Negative"
1760,"Control","Positive"
1761,"Emotions","Neutral"
1762,"Emotions","Negative"
1763,"Emotions","Positive"
1764,"Emotions","Negative"
1765,"Reason","Neutral"
1766,"Emotions","Positive"
1767,"Control","Negative"
1768,"Control","Positive"
1769,"Reason","Neutral"
1770,"Reason","Neutral"
1771,"Emotions","Positive"
1772,"Reason","Negative"
1773,"Reason","Neutral"
1774,"Reason","Neutral"
1775,"Control","Negative"
1776,"Emotions","Positive"
1777,"Reason","Positive"
1778,"Emotions","Negative"
1779,"Emotions","Neutral"
1780,"Emotions","Neutral"
1781,"Control","Negative"
1782,"Emotions","Negative"
1783,"Emotions","Positive"
1784,"Reason","Positive"
1785,"Reason","Negative"
1786,"Control","Neutral"
1787,"Emotions","Positive"
1788,"Control","Negative"
1789,"Emotions","Neutral"
1790,"Control","Positive"
1791,"Emotions","Negative"
1792,"Reason","Negative"
1793,"Control","Neutral"
1794,"Reason","Neutral"
1795,"Emotions","Negative"
1796,"Control","Neutral"
1797,"Reason","Negative"
1798,"Reason","Neutral"
1799,"Reason","Neutral"
1800,"Emotions","Positive"
1801,"Control","Positive"
1802,"Reason","Neutral"
1803,"Emotions","Negative"
1804,"Emotions","Neutral"
1805,"Emotions","Positive"
1806,"Control","Negative"
1807,"Emotions","Neutral"
1808,"Emotions","Neutral"
1809,"Control","Neutral"
1810,"Control","Neutral"
1811,"Emotions","Positive"
1812,"Emotions","Positive"
1813,"Reason","Positive"
1814,"Control","Positive"
1815,"Control","Negative"
1816,"Reason","Negative"
1817,"Emotions","Negative"
1818,"Emotions","Neutral"
1819,"Emotions","Negative"
1820,"Emotions","Positive"
1821,"Reason","Positive"
1822,"Control","Neutral"
1823,"Control","Negative"
1824,"Emotions","Neutral"
1825,"Reason","Neutral"
1826,"Emotions","Negative"
1827,"Emotions","Neutral"
1828,"Reason","Negative"
1829,"Reason","Negative"
1830,"Control","Neutral"
1831,"Control","Positive"
1832,"Emotions","Negative"
1833,"Emotions","Positive"
1834,"Control","Positive"
1835,"Reason","Negative"
1836,"Emotions","Positive"
1837,"Emotions","Neutral"
1838,"Reason","Neutral"
1839,"Emotions","Positive"
1840,"Reason","Neutral"
1841,"Control","Negative"
1842,"Control","Negative"
1843,"Control","Positive"
1844,"Control","Neutral"
1845,"Control","Positive"
1846,"Emotions","Neutral"
1847,"Control","Negative"
1848,"Emotions","Neutral"
1849,"Emotions","Neutral"
1850,"Reason","Positive"
1851,"Emotions","Negative"
1852,"Emotions","Neutral"
1853,"Control","Negative"
1854,"Control","Neutral"
1855,"Reason","Negative"
1856,"Reason","Neutral"
1857,"Emotions","Negative"
1858,"Reason","Neutral"
1859,"Control","Negative"
1860,"Control","Neutral"
1861,"Control","Neutral"
1862,"Emotions","Negative"
1863,"Emotions","Positive"
1864,"Reason","Neutral"
1865,"Control","Neutral"
1866,"Emotions","Positive"
1867,"Emotions","Neutral"
1868,"Reason","Negative"
1869,"Control","Positive"
1870,"Control","Neutral"
1871,"Reason","Negative"
1872,"Reason","Negative"
1873,"Reason","Positive"
1874,"Reason","Positive"
1875,"Control","Positive"
1876,"Control","Negative"
1877,"Reason","Neutral"
1878,"Emotions","Negative"
1879,"Emotions","Negative"
1880,"Control","Positive"
1881,"Control","Neutral"
1882,"Reason","Negative"
1883,"Emotions","Positive"
1884,"Control","Positive"
1885,"Emotions","Neutral"
1886,"Reason","Neutral"
1887,"Control","Positive"
1888,"Control","Neutral"
1889,"Emotions","Neutral"
1890,"Emotions","Negative"
1891,"Control","Neutral"
1892,"Emotions","Positive"
1893,"Emotions","Neutral"
1894,"Reason","Negative"
1895,"Emotions","Neutral"
1896,"Control","Negative"
1897,"Reason","Neutral"
1898,"Control","Neutral"
1899,"Reason","Positive"
1900,"Reason","Positive"
1901,"Emotions","Neutral"
1902,"Emotions","Neutral"
1903,"Control","Negative"
1904,"Emotions","Negative"
1905,"Reason","Positive"
1906,"Emotions","Neutral"
1907,"Control","Neutral"
1908,"Reason","Negative"
1909,"Control","Neutral"
1910,"Emotions","Neutral"
1911,"Reason","Neutral"
1912,"Control","Negative"
1913,"Emotions","Negative"
1914,"Emotions","Negative"
1915,"Control","Neutral"
1916,"Reason","Negative"
1917,"Control","Positive"
1918,"Emotions","Positive"
1919,"Control","Negative"
1920,"Emotions","Negative"
1921,"Reason","Neutral"
1922,"Control","Negative"
1923,"Reason","Negative"
1924,"Control","Positive"
1925,"Emotions","Positive"
1926,"Reason","Positive"
1927,"Emotions","Positive"
1928,"Control","Negative"
1929,"Emotions","Positive"
1930,"Control","Neutral"
1931,"Reason","Neutral"
1932,"Emotions","Negative"
1933,"Emotions","Neutral"
1934,"Control","Positive"
1935,"Control","Positive"
1936,"Control","Neutral"
1937,"Reason","Negative"
1938,"Emotions","Positive"
1939,"Control","Positive"
1940,"Control","Neutral"
1941,"Emotions","Negative"
1942,"Reason","Negative"
1943,"Emotions","Neutral"
1944,"Control","Positive"
1945,"Emotions","Neutral"
1946,"Control","Neutral"
1947,"Control","Neutral"
1948,"Emotions","Positive"
1949,"Emotions","Positive"
1950,"Reason","Neutral"
1951,"Control","Negative"
1952,"Control","Neutral"
1953,"Control","Positive"
1954,"Control","Negative"
1955,"Control","Negative"
1956,"Emotions","Positive"
1957,"Control","Positive"
1958,"Emotions","Neutral"
1959,"Reason","Positive"
1960,"Control","Negative"
1961,"Reason","Neutral"
1962,"Emotions","Neutral"
1963,"Emotions","Negative"
1964,"Reason","Positive"
1965,"Control","Neutral"
1966,"Emotions","Negative"
1967,"Emotions","Negative"
1968,"Emotions","Negative"
1969,"Emotions","Positive"
1970,"Emotions","Positive"
1971,"Emotions","Positive"
1972,"Reason","Positive"
1973,"Control","Negative"
1974,"Control","Neutral"
1975,"Control","Negative"
1976,"Control","Neutral"
1977,"Reason","Neutral"
1978,"Reason","Neutral"
1979,"Control","Positive"
1980,"Emotions","Negative"
1981,"Control","Neutral"
1982,"Emotions","Negative"
1983,"Emotions","Positive"
1984,"Reason","Neutral"
1985,"Emotions","Positive"
1986,"Reason","Positive"
1987,"Control","Negative"
1988,"Reason","Neutral"
1989,"Emotions","Positive"
1990,"Emotions","Negative"
1991,"Emotions","Neutral"
1992,"Control","Neutral"
1993,"Reason","Positive"
1994,"Control","Positive"
1995,"Reason","Positive"
1996,"Control","Positive"
1997,"Control","Neutral"
1998,"Emotions","Positive"
1999,"Control","Positive"
2000,"Control","Positive"
2001,"Reason","Neutral"
2002,"Control","Negative"
2003,"Emotions","Negative"
2004,"Control","Neutral"
2005,"Reason","Negative"
2006,"Reason","Neutral"
2007,"Control","Positive"
2008,"Control","Negative"
2009,"Reason","Neutral"
2010,"Emotions","Neutral"
2011,"Control","Positive"
2012,"Emotions","Neutral"
2013,"Emotions","Negative"
2014,"Control","Positive"
2015,"Emotions","Neutral"
2016,"Reason","Positive"
2017,"Emotions","Neutral"
2018,"Reason","Negative"
2019,"Control","Negative"
2020,"Emotions","Positive"
2021,"Reason","Neutral"
2022,"Reason","Positive"
2023,"Control","Positive"
2024,"Emotions","Negative"
2025,"Reason","Positive"
2026,"Reason","Neutral"
2027,"Control","Negative"
2028,"Emotions","Neutral"
2029,"Emotions","Positive"
2030,"Reason","Negative"
2031,"Emotions","Neutral"
2032,"Emotions","Neutral"
2033,"Emotions","Positive"
2034,"Emotions","Neutral"
2035,"Emotions","Positive"
2036,"Emotions","Positive"
2037,"Emotions","Positive"
2038,"Reason","Positive"
2039,"Reason","Negative"
2040,"Emotions","Neutral"
2041,"Emotions","Neutral"
2042,"Control","Negative"
2043,"Reason","Positive"
2044,"Control","Positive"
2045,"Reason","Positive"
2046,"Control","Positive"
2047,"Control","Negative"
2048,"Control","Neutral"
2049,"Reason","Positive"
2050,"Reason","Positive"
2051,"Emotions","Positive"
2052,"Reason","Neutral"
2053,"Reason","Neutral"
2054,"Reason","Negative"
2055,"Reason","Neutral"
2056,"Emotions","Neutral"
2057,"Emotions","Positive"
2058,"Reason","Neutral"
2059,"Control","Positive"
2060,"Control","Negative"
2061,"Reason","Positive"
2062,"Emotions","Negative"
2063,"Control","Neutral"
2064,"Emotions","Negative"
2065,"Emotions","Positive"
2066,"Control","Neutral"
2067,"Reason","Neutral"
2068,"Emotions","Positive"
2069,"Control","Neutral"
2070,"Emotions","Positive"
2071,"Control","Negative"
2072,"Reason","Negative"
2073,"Reason","Neutral"
2074,"Reason","Positive"
2075,"Emotions","Positive"
2076,"Reason","Negative"
2077,"Reason","Positive"
2078,"Reason","Neutral"
2079,"Reason","Neutral"
2080,"Control","Negative"
2081,"Control","Positive"
2082,"Emotions","Neutral"
2083,"Control","Neutral"
2084,"Control","Neutral"
2085,"Control","Positive"
2086,"Control","Negative"
2087,"Control","Negative"
2088,"Reason","Neutral"
2089,"Emotions","Negative"
2090,"Control","Neutral"
2091,"Control","Neutral"
2092,"Emotions","Positive"
2093,"Control","Neutral"
2094,"Control","Neutral"
2095,"Emotions","Positive"
2096,"Reason","Positive"
2097,"Reason","Negative"
2098,"Emotions","Positive"
2099,"Reason","Neutral"
2100,"Reason","Positive"
2101,"Reason","Positive"
2102,"Reason","Negative"
2103,"Control","Positive"
2104,"Emotions","Neutral"
2105,"Reason","Neutral"
2106,"Reason","Neutral"
2107,"Emotions","Positive"
2108,"Control","Positive"
2109,"Reason","Neutral"
2110,"Reason","Positive"
2111,"Control","Negative"
2112,"Emotions","Negative"
2113,"Reason","Negative"
2114,"Reason","Negative"
2115,"Emotions","Neutral"
2116,"Control","Positive"
2117,"Emotions","Negative"
2118,"Reason","Neutral"
2119,"Control","Negative"
2120,"Control","Positive"
2121,"Control","Negative"
2122,"Emotions","Negative"
2123,"Emotions","Negative"
2124,"Emotions","Negative"
2125,"Reason","Positive"
2126,"Emotions","Neutral"
2127,"Control","Negative"
2128,"Reason","Neutral"
2129,"Reason","Positive"
2130,"Reason","Positive"
2131,"Control","Negative"
2132,"Emotions","Neutral"
2133,"Control","Negative"
2134,"Emotions","Positive"
2135,"Reason","Negative"
2136,"Reason","Negative"
2137,"Control","Neutral"
2138,"Emotions","Positive"
2139,"Reason","Negative"
2140,"Control","Negative"
2141,"Control","Negative"
2142,"Emotions","Neutral"
2143,"Emotions","Positive"
2144,"Emotions","Negative"
2145,"Reason","Negative"
2146,"Control","Negative"
2147,"Emotions","Positive"
2148,"Control","Neutral"
2149,"Reason","Neutral"
2150,"Reason","Negative"
2151,"Emotions","Negative"
2152,"Reason","Neutral"
2153,"Control","Neutral"
2154,"Control","Neutral"
2155,"Reason","Negative"
2156,"Reason","Negative"
2157,"Reason","Neutral"
2158,"Control","Neutral"
2159,"Reason","Positive"
2160,"Emotions","Negative"
